sample	name	taxonomy_id	taxonomy_lvl	new_est_reads	fraction_total_reads	taxonomy_chain
P4	Micromonospora profundi	1420889	S	157	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora profundi
P4	Micromonospora zamorensis	709883	S	173	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora zamorensis
P4	Micromonospora coxensis	356852	S	306	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora coxensis
P4	Micromonospora chokoriensis	356851	S	192	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora chokoriensis
P4	Dactylosporangium fulvum	53359	S	3996	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Dactylosporangium;Dactylosporangium fulvum
P4	Dactylosporangium aurantiacum	35754	S	3344	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Dactylosporangium;Dactylosporangium aurantiacum
P4	Dactylosporangium roseum	47989	S	1206	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Dactylosporangium;Dactylosporangium roseum
P4	Dactylosporangium vinaceum	53362	S	906	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Dactylosporangium;Dactylosporangium vinaceum
P4	Dactylosporangium matsuzakiense	53360	S	453	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Dactylosporangium;Dactylosporangium matsuzakiense
P4	Actinoplanes sp. OR16	946334	S	718	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Actinoplanes;unclassified Actinoplanes;Actinoplanes sp. OR16
P4	Actinoplanes sp. L3-i22	2836373	S	673	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Actinoplanes;unclassified Actinoplanes;Actinoplanes sp. L3-i22
P4	Actinoplanes sp. N902-109	649831	S	710	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Actinoplanes;unclassified Actinoplanes;Actinoplanes sp. N902-109
P4	Actinoplanes sp. NRRL 3884	3040509	S	406	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Actinoplanes;Actinoplanes oblitus
P4	Actinoplanes ianthinogenes	122358	S	1027	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Actinoplanes;Actinoplanes ianthinogenes
P4	Actinoplanes missouriensis	1866	S	707	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Actinoplanes;Actinoplanes missouriensis
P4	Actinoplanes teichomyceticus	1867	S	843	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Actinoplanes;Actinoplanes teichomyceticus
P4	Actinoplanes derwentensis	113562	S	290	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Actinoplanes;Actinoplanes derwentensis
P4	Actinoplanes friuliensis	196914	S	333	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Actinoplanes;Actinoplanes friuliensis
P4	Actinoplanes sichuanensis	512349	S	313	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Actinoplanes;Actinoplanes sichuanensis
P4	Phytohabitans suffuscus	624315	S	1353	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Phytohabitans;Phytohabitans suffuscus
P4	Phytohabitans flavus	1076124	S	894	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Phytohabitans;Phytohabitans flavus
P4	Polymorphospora rubra	338584	S	2407	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Polymorphospora;Polymorphospora rubra
P4	Catellatospora sp. IY07-71	2728827	S	2543	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Catellatospora;unclassified Catellatospora;Catellatospora sp. IY07-71
P4	Actinocatenispora thailandica	227318	S	501	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Actinocatenispora;Actinocatenispora thailandica
P4	Actinocatenispora sera	390989	S	186	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Actinocatenispora;Actinocatenispora sera
P4	Plantactinospora sp. KBS50	2024580	S	822	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Plantactinospora;unclassified Plantactinospora;Plantactinospora sp. KBS50
P4	Plantactinospora sp. BC1	2108470	S	336	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Plantactinospora;unclassified Plantactinospora;Plantactinospora sp. BC1
P4	Solwaraspora sp. WMMA2056	3015161	S	204	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Solwaraspora;unclassified Solwaraspora;Solwaraspora sp. WMMA2056
P4	Solwaraspora sp. WMMD791	3016086	S	153	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Solwaraspora;unclassified Solwaraspora;Solwaraspora sp. WMMD791
P4	Couchioplanes caeruleus	56438	S	531	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Couchioplanes;Couchioplanes caeruleus
P4	Natronosporangium hydrolyticum	2811111	S	112	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Natronosporangium;Natronosporangium hydrolyticum
P4	Amycolatopsis sp. FDAARGOS 1241	2778070	S	10863	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;unclassified Amycolatopsis;Amycolatopsis sp. FDAARGOS 1241
P4	Amycolatopsis sp. FU40	2914159	S	3060	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;unclassified Amycolatopsis;Amycolatopsis sp. FU40
P4	Amycolatopsis sp. 4-36	715475	S	3613	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis mongoliensis
P4	Amycolatopsis sp. FBCC-B4732	3079339	S	2898	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;unclassified Amycolatopsis;Amycolatopsis sp. FBCC-B4732
P4	Amycolatopsis sp. DSM 110486	2865832	S	1596	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;unclassified Amycolatopsis;Amycolatopsis sp. DSM 110486
P4	Amycolatopsis sp. 2-2	715472	S	2602	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis nalaikhensis
P4	Amycolatopsis sp. Hca4	2742131	S	1800	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;unclassified Amycolatopsis;Amycolatopsis sp. Hca4
P4	Amycolatopsis sp. WQ 127309	2932773	S	1127	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;unclassified Amycolatopsis;Amycolatopsis sp. WQ 127309
P4	Amycolatopsis sp. 2-15	715471	S	997	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis carbonis
P4	Amycolatopsis sp. AA4	1896961	S	896	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;unclassified Amycolatopsis;Amycolatopsis sp. AA4
P4	Amycolatopsis sp. HUAS 11-8	2995223	S	903	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis cynarae
P4	Amycolatopsis sp. DG1A-15b	3052846	S	866	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;unclassified Amycolatopsis;Amycolatopsis sp. DG1A-15b
P4	Amycolatopsis sp. YIM 10	2653857	S	442	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;unclassified Amycolatopsis;Amycolatopsis sp. YIM 10
P4	Amycolatopsis sp. BJA-103	1911175	S	343	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;unclassified Amycolatopsis;Amycolatopsis sp. BJA-103
P4	Amycolatopsis sp. CA-230715	2745196	S	177	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;unclassified Amycolatopsis;Amycolatopsis sp. CA-230715
P4	Amycolatopsis acidiphila	715473	S	985	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis acidiphila
P4	Amycolatopsis keratiniphila	129921	S	445	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis japonica group;Amycolatopsis keratiniphila
P4	Amycolatopsis japonica	208439	S	234	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis japonica group;Amycolatopsis japonica
P4	Amycolatopsis mediterranei	33910	S	652	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis mediterranei
P4	Amycolatopsis methanolica	1814	S	697	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis methanolica group;Amycolatopsis methanolica
P4	Amycolatopsis albispora	1804986	S	641	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis albispora
P4	Amycolatopsis aidingensis	2842453	S	119	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis aidingensis
P4	Amycolatopsis orientalis	31958	S	201	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis orientalis
P4	Amycolatopsis roodepoortensis	700274	S	280	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis roodepoortensis
P4	Amycolatopsis thermalba	944492	S	226	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;Amycolatopsis thermalba
P4	Kutzneria sp. CA-103260	2802641	S	16484	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Kutzneria;unclassified Kutzneria;Kutzneria sp. CA-103260
P4	Kutzneria chonburiensis	1483604	S	3268	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Kutzneria;Kutzneria chonburiensis
P4	Kutzneria albida	43357	S	1569	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Kutzneria;Kutzneria albida
P4	Kutzneria buriramensis	1045776	S	12813	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Kutzneria;Kutzneria buriramensis
P4	Pseudonocardia sp. DSM 110487	2865833	S	1894	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;unclassified Pseudonocardia;Pseudonocardia sp. DSM 110487
P4	Pseudonocardia sp. AL041005-10	445576	S	1054	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;unclassified Pseudonocardia;Pseudonocardia sp. AL041005-10
P4	Pseudonocardia sp. HH130630-07	1690815	S	491	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;unclassified Pseudonocardia;Pseudonocardia sp. HH130630-07
P4	Pseudonocardia sp. HH130629-09	1641402	S	241	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;unclassified Pseudonocardia;Pseudonocardia sp. HH130629-09
P4	Pseudonocardia dioxanivorans	240495	S	3445	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia dioxanivorans
P4	Pseudonocardia petroleophila	37331	S	1058	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia petroleophila
P4	Pseudonocardia alaniniphila	75291	S	75	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia alaniniphila
P4	Pseudonocardia broussonetiae	2736640	S	627	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia broussonetiae
P4	Pseudonocardia autotrophica	2074	S	624	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia autotrophica
P4	Pseudonocardia abyssalis	2792008	S	330	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia abyssalis
P4	Saccharopolyspora spinosa	60894	S	3093	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora;Saccharopolyspora spinosa
P4	Saccharopolyspora pogona	333966	S	1726	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora;Saccharopolyspora pogona
P4	Saccharopolyspora erythraea	1836	S	1091	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora;Saccharopolyspora erythraea
P4	Saccharopolyspora sp. ASAGF58	2719023	S	601	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora;unclassified Saccharopolyspora;Saccharopolyspora sp. ASAGF58
P4	Saccharopolyspora gregorii	33914	S	365	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora;Saccharopolyspora gregorii
P4	Saccharopolyspora rosea	524884	S	325	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora;Saccharopolyspora rosea
P4	Saccharothrix espanaensis	103731	S	586	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Saccharothrix;Saccharothrix espanaensis
P4	Saccharothrix sp. 6-C	2781735	S	596	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Saccharothrix;unclassified Saccharothrix;Saccharothrix sp. 6-C
P4	Saccharothrix syringae	103733	S	608	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Saccharothrix;Saccharothrix syringae
P4	Saccharomonospora marina	632569	S	424	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Saccharomonospora;Saccharomonospora marina
P4	Saccharomonospora xinjiangensis	75294	S	131	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Saccharomonospora;Saccharomonospora xinjiangensis
P4	Saccharomonospora viridis	1852	S	87	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Saccharomonospora;Saccharomonospora viridis
P4	Saccharomonospora cyanea	40989	S	140	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Saccharomonospora;Saccharomonospora cyanea
P4	Lentzea sp. HUAS12	2951806	S	632	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Lentzea;unclassified Lentzea;Lentzea sp. HUAS12
P4	Lentzea guizhouensis	1586287	S	351	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Lentzea;Lentzea guizhouensis
P4	Kibdelosporangium phytohabitans	860235	S	617	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Kibdelosporangium;Kibdelosporangium phytohabitans
P4	Allokutzneria albata	211114	S	739	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Allokutzneria;Allokutzneria albata
P4	Actinoalloteichus hymeniacidonis	340345	S	108	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Actinoalloteichus;Actinoalloteichus hymeniacidonis
P4	Actinoalloteichus hoggarensis	1470176	S	107	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Actinoalloteichus;Actinoalloteichus hoggarensis
P4	Umezawaea sp. Da 62-37	3075927	S	484	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Umezawaea;unclassified Umezawaea;Umezawaea sp. Da 62-37
P4	Crossiella sp. CA-258035	2981138	S	526	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Crossiella;unclassified Crossiella;Crossiella sp. CA-258035
P4	Alloactinosynnema sp. L-07	1653480	S	453	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Alloactinosynnema;unclassified Alloactinosynnema;Alloactinosynnema sp. L-07
P4	Actinosynnema pretiosum	42197	S	346	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Actinosynnema;Actinosynnema pretiosum
P4	Actinokineospora sp. UTMC 2448	2268449	S	571	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Actinokineospora;unclassified Actinokineospora;Actinokineospora sp. UTMC 2448
P4	Nonomuraea phyllanthi	2219224	S	5705	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Streptosporangiaceae;Nonomuraea;Nonomuraea phyllanthi
P4	Nonomuraea coxensis	404386	S	4186	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Streptosporangiaceae;Nonomuraea;Nonomuraea coxensis
P4	Nonomuraea gerenzanensis	93944	S	3027	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Streptosporangiaceae;Nonomuraea;Nonomuraea gerenzanensis
P4	Nonomuraea sp. ATCC 55076	1909395	S	2415	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Streptosporangiaceae;Nonomuraea;[Actinomadura] parvosata;[Actinomadura] parvosata subsp. kistnae
P4	Streptosporangium sp. 'caverna'	2202249	S	3308	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Streptosporangiaceae;Streptosporangium;unclassified Streptosporangium;Streptosporangium sp. 'caverna'
P4	Streptosporangium roseum	2001	S	3581	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Streptosporangiaceae;Streptosporangium;Streptosporangium roseum
P4	Thermobispora bispora	2006	S	1140	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Streptosporangiaceae;Thermobispora;Thermobispora bispora
P4	Actinomadura sp. NAK00032	2742128	S	6537	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Thermomonosporaceae;Actinomadura;unclassified Actinomadura;Actinomadura sp. NAK00032
P4	Actinomadura sp. WMMA1423	2591108	S	4302	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Thermomonosporaceae;Actinomadura;unclassified Actinomadura;Actinomadura sp. WMMA1423
P4	Actinomadura sp. WMMB 499	1219491	S	1400	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Thermomonosporaceae;Actinomadura;unclassified Actinomadura;Actinomadura sp. WMMB 499
P4	Actinomadura verrucosospora	46165	S	3087	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Thermomonosporaceae;Actinomadura;Actinomadura verrucosospora
P4	Actinomadura madurae	1993	S	2348	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Thermomonosporaceae;Actinomadura;Actinomadura madurae
P4	Actinomadura graeca	2750812	S	1166	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Thermomonosporaceae;Actinomadura;Actinomadura graeca
P4	Thermomonospora amylolytica	1411117	S	5012	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Thermomonosporaceae;Thermomonospora;Thermomonospora amylolytica
P4	Thermomonospora curvata	2020	S	1881	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Thermomonosporaceae;Thermomonospora;Thermomonospora curvata
P4	Nocardiopsis gilva	280236	S	719	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Nocardiopsidaceae;Nocardiopsis;Nocardiopsis gilva
P4	Nocardiopsis alba	53437	S	422	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Nocardiopsidaceae;Nocardiopsis;Nocardiopsis alba
P4	Nocardiopsis exhalans	163604	S	214	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Nocardiopsidaceae;Nocardiopsis;Nocardiopsis exhalans
P4	Thermobifida halotolerans	483545	S	345	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Nocardiopsidaceae;Thermobifida;Thermobifida halotolerans
P4	Thermobifida alba	53522	S	316	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Nocardiopsidaceae;Thermobifida;Thermobifida alba
P4	Thermobifida fusca	2021	S	144	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Nocardiopsidaceae;Thermobifida;Thermobifida fusca
P4	Streptomonospora litoralis	2498135	S	478	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Nocardiopsidaceae;Streptomonospora;Streptomonospora litoralis
P4	Streptomonospora nanhaiensis	1323731	S	309	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Nocardiopsidaceae;Streptomonospora;Streptomonospora nanhaiensis
P4	Spiractinospora alimapuensis	2820884	S	166	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Nocardiopsidaceae;Spiractinospora;Spiractinospora alimapuensis
P4	Nocardioides sp. QY071	3044187	S	2728	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Nocardioides;unclassified Nocardioides;Nocardioides sp. QY071
P4	Nocardioides sp. InS609-2	2760705	S	599	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Nocardioides;unclassified Nocardioides;Nocardioides sp. InS609-2
P4	Nocardioides sp. LMS-CY	2840457	S	821	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Nocardioides;unclassified Nocardioides;Nocardioides sp. LMS-CY
P4	Nocardioides sp. JS614	196162	S	898	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Nocardioides;unclassified Nocardioides;Nocardioides sp. JS614
P4	Nocardioides sp. S-1144	2582905	S	634	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Nocardioides;unclassified Nocardioides;Nocardioides sp. S-1144
P4	Nocardioides sp. BP30	3036374	S	442	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides lacus
