sample	name	taxonomy_id	taxonomy_lvl	new_est_reads	fraction_total_reads	taxonomy_chain
P2	Streptomyces sp. CdTB01	1725411	S	4498	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. CdTB01
P2	Streptomyces sp. 3214.6	1882757	S	3875	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. 3214.6
P2	Streptomyces sp. RPA4-2	2721244	S	2990	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. RPA4-2
P2	Streptomyces sp. N50	3081765	S	1887	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. N50
P2	Streptomyces sp. S1D4-11	2721246	S	4016	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. S1D4-11
P2	Streptomyces sp. CB01881	2078691	S	1780	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. CB01881
P2	Streptomyces sp. TLI_053	1855352	S	2192	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. TLI_053
P2	Streptomyces sp. So13.3	2136173	S	1199	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. So13.3
P2	Streptomyces sp. NA02950	2742137	S	1198	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. NA02950
P2	Streptomyces sp. T12	477697	S	2503	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. T12
P2	Streptomyces sp. SN-593	659352	S	1396	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Actinacidiphila;Actinacidiphila reveromycinica
P2	Streptomyces sp. A2-16	2781734	S	2037	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. A2-16
P2	Streptomyces sp. DSM 40868	2721173	S	2084	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. DSM 40868
P2	Streptomyces sp. Caat 7-52	2949637	S	1903	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. Caat 7-52
P2	Streptomyces sp. RLB1-33	2721243	S	9683	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. RLB1-33
P2	Streptomyces sp. AM2-3-1	3075824	S	1053	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. AM2-3-1
P2	Streptomyces sp. GQFP	2907545	S	1060	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. GQFP
P2	Streptomyces sp. CA-210063	2801029	S	1567	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. CA-210063
P2	Streptomyces sp. Go40/10	2825844	S	2131	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. Go40/10
P2	Streptomyces sp. XD-27	3062779	S	1411	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. XD-27
P2	Streptomyces sp. WZ-12	3030210	S	1060	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. WZ-12
P2	Streptomyces sp. Z423-1	2730915	S	1705	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. Z423-1
P2	Streptomyces sp. P3	2135430	S	1364	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. P3
P2	Streptomyces sp. ITFR-21	3075199	S	924	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Actinacidiphila;unclassified Actinacidiphila;Actinacidiphila sp. ITFR-21
P2	Streptomyces sp. HSG2	2797167	S	934	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. HSG2
P2	Streptomyces sp. SCSIO ZS0520	2892996	S	1045	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. SCSIO ZS0520
P2	Streptomyces sp. NEAU-sy36	2751189	S	1323	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. NEAU-sy36
P2	Streptomyces sp. SUK 48	2582831	S	1688	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. SUK 48
P2	Streptomyces sp. HUAS 5	3031124	S	942	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces cathayae
P2	Streptomyces sp. 11x1	3038642	S	969	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. 11x1
P2	Streptomyces sp. FZ201	3057122	S	1197	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. FZ201
P2	Streptomyces sp. ST1015	1848900	S	711	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. ST1015
P2	Streptomyces sp. SAT1	1849967	S	1102	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. SAT1
P2	Streptomyces sp. NA02536	2742133	S	4921	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. NA02536
P2	Streptomyces sp. MA3_2.13	2867410	S	321	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces profundus
P2	Streptomyces sp. CB09001	2083284	S	1465	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. CB09001
P2	Streptomyces sp. NHF165	2175864	S	409	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. NHF165
P2	Streptomyces sp. A1-5	2738410	S	6617	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. A1-5
P2	Streptomyces sp. BPTC-684	3043734	S	840	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. BPTC-684
P2	Streptomyces sp. HM190	2695266	S	923	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. HM190
P2	Streptomyces sp. 769	1262452	S	3594	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. 769
P2	Streptomyces sp. KMM 9044	2744474	S	727	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. KMM 9044
P2	Streptomyces sp. CMB-StM0423	2059884	S	499	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. CMB-StM0423
P2	Streptomyces sp. M56	1495638	S	3608	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. M56
P2	Streptomyces sp. 11-1-2	1851167	S	2311	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. 11-1-2
P2	Streptomyces sp. LRE541	2931983	S	557	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. LRE541
P2	Streptomyces sp. MBT27	1488356	S	694	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. MBT27
P2	Streptomyces sp. Go-475	2072505	S	988	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. Go-475
P2	Streptomyces sp. VNUA116	3062449	S	620	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. VNUA116
P2	Streptomyces sp. MST-110588	2833628	S	501	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. MST-110588
P2	Streptomyces sp. M92	2944250	S	820	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. M92
P2	Streptomyces sp. ITFR-6	3075197	S	354	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. ITFR-6
P2	Streptomyces sp. FIT100	2837956	S	588	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. FIT100
P2	Streptomyces sp. YIM 121038	2136401	S	425	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. YIM 121038
P2	Streptomyces sp. DSM 40750	2801030	S	536	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. DSM 40750
P2	Streptomyces sp. AM8-1-1	3075825	S	376	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. AM8-1-1
P2	Streptomyces sp. C8S0	2585716	S	518	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. C8S0
P2	Streptomyces sp. 2114.2	1881022	S	7192	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. 2114.2
P2	Streptomyces sp. F12	1436084	S	240	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. F12
P2	Streptomyces sp. W1SF4	2305220	S	463	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. W1SF4
P2	Streptomyces sp. HP-A2021	2927875	S	853	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. HP-A2021
P2	Streptomyces sp. JB150	2714844	S	572	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. JB150
P2	Streptomyces sp. BHT-5-2	2866715	S	389	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. BHT-5-2
P2	Streptomyces sp. VNUA24	3031131	S	668	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. VNUA24
P2	Streptomyces sp. CCM_MD2014	1561022	S	825	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. CCM_MD2014
P2	Streptomyces sp. FXY-T5	3064901	S	659	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. FXY-T5
P2	Streptomyces sp. BB1-1-1	3074430	S	578	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. BB1-1-1
P2	Streptomyces sp. ITFR-16	3075198	S	369	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. ITFR-16
P2	Streptomyces sp. WMMC500	3015154	S	233	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. WMMC500
P2	Streptomyces sp. PBH53	1577075	S	705	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. PBH53
P2	Streptomyces sp. HL-66	2964669	S	427	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces changanensis
P2	Streptomyces sp. SCUT-3	2684469	S	495	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. SCUT-3
P2	Streptomyces sp. PCS3-D2	1460244	S	380	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. PCS3-D2
P2	Streptomyces sp. VN1	1821625	S	1164	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. VN1
P2	Streptomyces sp. S1D4-23	2594463	S	17343	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. S1D4-23
P2	Streptomyces sp. S1D4-20	2594462	S	5744	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. S1D4-20
P2	Streptomyces sp. NA04227	2742136	S	312	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. NA04227
P2	Streptomyces sp. AgN23	1188315	S	2024	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. AgN23
P2	Streptomyces sp. NBC_00162	2903629	S	326	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. NBC_00162
P2	Streptomyces sp. HUAS YS2	3081768	S	379	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces solicathayae
P2	Streptomyces sp. AMCC400023	2056258	S	734	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. AMCC400023
P2	Streptomyces sp. XC 2026	2782004	S	624	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. XC 2026
P2	Streptomyces sp. WAC 01529	2203205	S	388	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. WAC 01529
P2	Streptomyces roseochromogenus	285450	S	30233	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces roseochromogenus
P2	Streptomyces broussonetiae	2686304	S	12828	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces broussonetiae
P2	Streptomyces luteoverticillatus	66425	S	12010	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces luteoverticillatus
P2	Streptomyces griseochromogenes	68214	S	9927	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces griseochromogenes
P2	Streptomyces fodineus	1904616	S	10976	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces fodineus
P2	Streptomyces rapamycinicus	1226757	S	1487	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces violaceusniger group;Streptomyces rapamycinicus
P2	Streptomyces hygroscopicus	1912	S	3376	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces violaceusniger group;Streptomyces hygroscopicus
P2	Streptomyces violaceusniger	68280	S	1263	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces violaceusniger group;Streptomyces violaceusniger
P2	Streptomyces malaysiensis	92644	S	3052	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces violaceusniger group;Streptomyces malaysiensis
P2	Streptomyces atratus	1893	S	4636	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces atratus
P2	Streptomyces incarnatus	665007	S	5844	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces incarnatus
P2	Streptomyces collinus	42684	S	7938	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces collinus
P2	Streptomyces cynarae	2981134	S	3827	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces cynarae
P2	Streptomyces aurantiacus	47760	S	1244	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces aurantiacus group;Streptomyces aurantiacus
P2	Streptomyces cadmiisoli	2184053	S	659	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces aurantiacus group;Streptomyces cadmiisoli
P2	Streptomyces phaeoluteigriseus	114686	S	566	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces aurantiacus group;Streptomyces phaeoluteigriseus
P2	Streptomyces chartreusis	1969	S	5046	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces chartreusis
P2	Streptomyces graminofaciens	68212	S	1467	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces griseus group;Streptomyces halstedii subgroup;Streptomyces graminofaciens
P2	Streptomyces griseus	1911	S	560	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces griseus group;Streptomyces griseus subgroup;Streptomyces griseus
P2	Streptomyces anulatus	1892	S	900	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces griseus group;Streptomyces anulatus subgroup;Streptomyces anulatus
P2	Streptomyces dengpaensis	2049881	S	2712	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces dengpaensis
P2	Streptomyces ferrugineus	1413221	S	3322	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces ferrugineus
P2	Streptomyces nodosus	40318	S	2305	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces nodosus
P2	Streptomyces venezuelae	54571	S	2678	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces venezuelae
P2	Streptomyces longhuiensis	2880933	S	1818	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces longhuiensis
P2	Streptomyces noursei	1971	S	3033	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces noursei
P2	Streptomyces capitiformicae	2014920	S	1346	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces capitiformicae
P2	Streptomyces lunaelactis	1535768	S	1330	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces lunaelactis
P2	Streptomyces pluripotens	1355015	S	1644	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces pluripotens
P2	Streptomyces liliifuscus	2797636	S	1446	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces liliifuscus
P2	Streptomyces halobius	2879846	S	1088	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces halobius
P2	Streptomyces asoensis	249586	S	1951	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces asoensis
P2	Streptomyces bathyalis	2710756	S	880	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces bathyalis
P2	Streptomyces olivoreticuli	68246	S	1495	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces olivoreticuli
P2	Streptomyces argyrophyllae	2726118	S	2452	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces argyrophylli
P2	Streptomyces davaonensis	348043	S	1993	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces davaonensis
P2	Streptomyces griseorubiginosus	67304	S	1930	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces griseorubiginosus
P2	Streptomyces seoulensis	73044	S	1864	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces seoulensis
P2	Streptomyces coeruleorubidus	116188	S	2172	0,00000	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces coeruleorubidus
